	Class ID	Original term	Term	T2T best score	Ontology	found_term	TermID
202	http://purl.obolibrary.org/obo/MMO_0000075	enzyme linked immunosorbent assay	enzyme linked immunosorbent assay identification	0.786	mmo	enzyme linked immunosorbent assay	http://purl.obolibrary.org/obo/MMO_0000075
203	http://purl.obolibrary.org/obo/MMO_0000075	enzyme linked immunosorbent assay	enzyme linked immunosorbent assay tests	0.88	mmo	enzyme linked immunosorbent assay	http://purl.obolibrary.org/obo/MMO_0000075
219	http://purl.obolibrary.org/obo/MMO_0000459	polymerase chain reaction assay	polymerase chain reaction assay testing	0.853	mmo	polymerase chain reaction assay	http://purl.obolibrary.org/obo/MMO_0000459
220	http://purl.obolibrary.org/obo/MMO_0000459	polymerase chain reaction assay	polymerase chain reaction assay surveillance	0.798	mmo	polymerase chain reaction assay	http://purl.obolibrary.org/obo/MMO_0000459
221	http://purl.obolibrary.org/obo/MMO_0000459	polymerase chain reaction assay	polymerase chain reaction assay identification	0.793	mmo	polymerase chain reaction assay	http://purl.obolibrary.org/obo/MMO_0000459
258	http://purl.obolibrary.org/obo/MMO_0000468	column chromatography	column chromatography	0.978	mmo	column chromatography	http://purl.obolibrary.org/obo/MMO_0000468
259	http://purl.obolibrary.org/obo/MMO_0000468	column chromatography	column chromatography identification	0.75	mmo	column chromatography	http://purl.obolibrary.org/obo/MMO_0000468
264	http://purl.obolibrary.org/obo/MMO_0000173	spectrophotometry	spectrophotometry	0.989	mmo	spectrophotometry	http://purl.obolibrary.org/obo/MMO_0000173
265	http://purl.obolibrary.org/obo/MMO_0000173	spectrophotometry	spectrophotometry testing	0.833	mmo	spectrophotometry	http://purl.obolibrary.org/obo/MMO_0000173
266	http://purl.obolibrary.org/obo/MMO_0000173	spectrophotometry	spectrophotometry analysis	0.816	mmo	spectrophotometry	http://purl.obolibrary.org/obo/MMO_0000173
277	http://purl.obolibrary.org/obo/MMO_0000170	osmometry	osmometry	0.946	mmo	osmometry	http://purl.obolibrary.org/obo/MMO_0000170
282	http://purl.obolibrary.org/obo/MMO_0000327	colorimetry	colorimetry	0.979	mmo	colorimetry	http://purl.obolibrary.org/obo/MMO_0000327
294	http://purl.obolibrary.org/obo/MMO_0000289	thin layer chromatography	thin layer chromatography	0.962	mmo	thin layer chromatography	http://purl.obolibrary.org/obo/MMO_0000289
295	http://purl.obolibrary.org/obo/MMO_0000289	thin layer chromatography	thin layer chromatography diagnostic	0.803	mmo	thin layer chromatography	http://purl.obolibrary.org/obo/MMO_0000289
296	http://purl.obolibrary.org/obo/MMO_0000289	thin layer chromatography	thin layer chromatography administration	0.759	mmo	thin layer chromatography	http://purl.obolibrary.org/obo/MMO_0000289
297	http://purl.obolibrary.org/obo/MMO_0000238	liquid scintillation counting	liquid scintillation counting identification	0.832	mmo	liquid scintillation counting	http://purl.obolibrary.org/obo/MMO_0000238
298	http://purl.obolibrary.org/obo/MMO_0000238	liquid scintillation counting	liquid scintillation counting detection	0.851	mmo	liquid scintillation counting	http://purl.obolibrary.org/obo/MMO_0000238
315	http://purl.obolibrary.org/obo/MMO_0000655	reverse transcription polymerase chain reaction assay	reverse transcription polymerase chain reaction assay	0.96	mmo	reverse transcription polymerase chain reaction assay	http://purl.obolibrary.org/obo/MMO_0000655
360	http://purl.obolibrary.org/obo/MMO_0000682	immunoprecipitation	immunoprecipitation	0.976	mmo	immunoprecipitation	http://purl.obolibrary.org/obo/MMO_0000682
361	http://purl.obolibrary.org/obo/MMO_0000682	immunoprecipitation	immunoprecipitation system	0.851	mmo	immunoprecipitation	http://purl.obolibrary.org/obo/MMO_0000682
393	http://purl.obolibrary.org/obo/MMO_0000642	protein expression assay	protein expression assay tests	0.875	mmo	protein expression assay	http://purl.obolibrary.org/obo/MMO_0000642
394	http://purl.obolibrary.org/obo/MMO_0000642	protein expression assay	protein expression assay	0.969	mmo	protein expression assay	http://purl.obolibrary.org/obo/MMO_0000642
450	http://purl.obolibrary.org/obo/MMO_0000217	scale	scale	0.995	mmo	scale	http://purl.obolibrary.org/obo/MMO_0000217
453	http://purl.obolibrary.org/obo/MMO_0000498	immunohistochemistry	immunohistochemistry testing	0.861	mmo	immunohistochemistry	http://purl.obolibrary.org/obo/MMO_0000498
454	http://purl.obolibrary.org/obo/MMO_0000498	immunohistochemistry	immunohistochemistry	0.989	mmo	immunohistochemistry	http://purl.obolibrary.org/obo/MMO_0000498
455	http://purl.obolibrary.org/obo/MMO_0000498	immunohistochemistry	immunohistochemistry analysis	0.847	mmo	immunohistochemistry	http://purl.obolibrary.org/obo/MMO_0000498
483	http://www.bioassayontology.org/bao#BAO_0002094	computational method	computational method	0.968	bao	computational method	http://www.bioassayontology.org/bao#BAO_0002094
484	http://www.bioassayontology.org/bao#BAO_0002094	computational method	computational method review	0.844	bao	computational method	http://www.bioassayontology.org/bao#BAO_0002094
489	http://www.bioassayontology.org/bao#BAO_0002424	western blot	western blot	0.982	bao	western blot	http://www.bioassayontology.org/bao#BAO_0002424
490	http://www.bioassayontology.org/bao#BAO_0002424	western blot	western blot tests	0.826	bao	western blot	http://www.bioassayontology.org/bao#BAO_0002424
492	http://purl.obolibrary.org/obo/MMO_0000678	anion-exchange chromatography	anion-exchange chromatography analysis	0.729	mmo	anion-exchange chromatography	http://purl.obolibrary.org/obo/MMO_0000678
493	http://purl.obolibrary.org/obo/MMO_0000678	anion-exchange chromatography	anion-exchange chromatography	0.834	mmo	anion-exchange chromatography	http://purl.obolibrary.org/obo/MMO_0000678
577	http://purl.obolibrary.org/obo/MMO_0000712	centrifugation	centrifugation	0.946	mmo	centrifugation	http://purl.obolibrary.org/obo/MMO_0000712
578	http://purl.obolibrary.org/obo/MMO_0000712	centrifugation	centrifugation surveillance	0.694	mmo	centrifugation	http://purl.obolibrary.org/obo/MMO_0000712
585	http://purl.obolibrary.org/obo/MMO_0000684	gel filtration chromatography	gel filtration chromatography administration	0.813	mmo	gel filtration chromatography	http://purl.obolibrary.org/obo/MMO_0000684
586	http://purl.obolibrary.org/obo/MMO_0000684	gel filtration chromatography	gel filtration chromatography process	0.863	mmo	gel filtration chromatography	http://purl.obolibrary.org/obo/MMO_0000684
587	http://purl.obolibrary.org/obo/MMO_0000684	gel filtration chromatography	gel filtration chromatography testing	0.863	mmo	gel filtration chromatography	http://purl.obolibrary.org/obo/MMO_0000684
615	http://www.bioassayontology.org/bao#BAO_0002527	autoradiography	autoradiography	0.997	bao	autoradiography	http://www.bioassayontology.org/bao#BAO_0002527
616	http://www.bioassayontology.org/bao#BAO_0002527	autoradiography	autoradiography testing	0.823	bao	autoradiography	http://www.bioassayontology.org/bao#BAO_0002527
617	http://www.bioassayontology.org/bao#BAO_0002527	autoradiography	autoradiography administration	0.717	bao	autoradiography	http://www.bioassayontology.org/bao#BAO_0002527
750	http://purl.obolibrary.org/obo/OBI_0200051	principal components analysis dimensionality reduction	principal components analysis dimensionality reduction identification	0.81	obi	principal components analysis dimensionality reduction	http://purl.obolibrary.org/obo/OBI_0200051
751	http://purl.obolibrary.org/obo/OBI_0200051	principal components analysis dimensionality reduction	principal components analysis dimensionality reduction surveillance	0.845	obi	principal components analysis dimensionality reduction	http://purl.obolibrary.org/obo/OBI_0200051
752	http://purl.obolibrary.org/obo/OBI_0200051	principal components analysis dimensionality reduction	principal components analysis dimensionality reduction	0.934	obi	principal components analysis dimensionality reduction	http://purl.obolibrary.org/obo/OBI_0200051
810	http://purl.obolibrary.org/obo/CHMO_0000104	bright-field microscopy	bright-field microscopy	0.932	chmo	bright-field microscopy	http://purl.obolibrary.org/obo/CHMO_0000104
812	http://purl.obolibrary.org/obo/CHMO_0000104	bright-field microscopy	bright-field microscopy review	0.822	chmo	bright-field microscopy	http://purl.obolibrary.org/obo/CHMO_0000104
876	http://purl.obolibrary.org/obo/CHMO_0002535	Karl–Fischer titration	Karl–Fischer titration	0.945	chmo	Karl–Fischer titration	http://purl.obolibrary.org/obo/CHMO_0002535
877	http://purl.obolibrary.org/obo/CHMO_0002535	Karl–Fischer titration	Karl–Fischer titration review	0.829	chmo	Karl–Fischer titration	http://purl.obolibrary.org/obo/CHMO_0002535
897	http://purl.obolibrary.org/obo/CHMO_0000060	fluorescence detection	fluorescence detection review	0.855	chmo	fluorescence detection	http://purl.obolibrary.org/obo/CHMO_0000060
899	http://purl.obolibrary.org/obo/CHMO_0000060	fluorescence detection	fluorescence detection	0.969	chmo	fluorescence detection	http://purl.obolibrary.org/obo/CHMO_0000060
927	http://purl.obolibrary.org/obo/OBI_0000070	assay	assay	1.0	obi	assay	http://purl.obolibrary.org/obo/OBI_0000070
966	http://purl.obolibrary.org/obo/OBI_0000185	imaging assay	imaging assay testing	0.761	chmo	imaging assay	http://purl.obolibrary.org/obo/OBI_0000185
968	http://purl.obolibrary.org/obo/OBI_0000185	imaging assay	imaging assay review	0.777	chmo	imaging assay	http://purl.obolibrary.org/obo/OBI_0000185
1038	http://purl.obolibrary.org/obo/OBI_0600014	material component separation	material component separation administration	0.747	obi	material component separation	http://purl.obolibrary.org/obo/OBI_0600014
1039	http://purl.obolibrary.org/obo/OBI_0600014	material component separation	material component separation analysis	0.816	obi	material component separation	http://purl.obolibrary.org/obo/OBI_0600014
1040	http://purl.obolibrary.org/obo/OBI_0600014	material component separation	material component separation	0.929	obi	material component separation	http://purl.obolibrary.org/obo/OBI_0600014
1044	http://purl.obolibrary.org/obo/OBI_0000094	material processing	material processing	0.965	obi	material processing	http://purl.obolibrary.org/obo/OBI_0000094
1083	http://purl.obolibrary.org/obo/OBI_0000073	sample preparation for assay	sample preparation for assay	0.813	obi	sample preparation for assay	http://purl.obolibrary.org/obo/OBI_0000073
1084	http://purl.obolibrary.org/obo/OBI_0000073	sample preparation for assay	sample preparation for assay process	0.706	obi	sample preparation for assay	http://purl.obolibrary.org/obo/OBI_0000073
1107	http://purl.obolibrary.org/obo/CHMO_0000120	scanning near-field optical microscopy	scanning near-field optical microscopy sampling	0.783	chmo	scanning near-field optical microscopy	http://purl.obolibrary.org/obo/CHMO_0000120
1131	http://purl.obolibrary.org/obo/OBI_0000838	material maintenance	material maintenance system	0.852	obi	material maintenance	http://purl.obolibrary.org/obo/OBI_0000838
1132	http://purl.obolibrary.org/obo/OBI_0000838	material maintenance	material maintenance	0.966	obi	material maintenance	http://purl.obolibrary.org/obo/OBI_0000838
1133	http://purl.obolibrary.org/obo/OBI_0000838	material maintenance	material maintenance testing	0.837	obi	material maintenance	http://purl.obolibrary.org/obo/OBI_0000838
1164	http://purl.obolibrary.org/obo/CHEBI_23367	molecular entity	molecular entity detection	0.787	bao	molecular entity	http://purl.obolibrary.org/obo/CHEBI_23367
1165	http://purl.obolibrary.org/obo/CHEBI_23367	molecular entity	molecular entity method	0.841	bao	molecular entity	http://purl.obolibrary.org/obo/CHEBI_23367
1166	http://purl.obolibrary.org/obo/CHEBI_23367	molecular entity	molecular entity review	0.841	bao	molecular entity	http://purl.obolibrary.org/obo/CHEBI_23367
1209	http://purl.obolibrary.org/obo/CHMO_0000701	liquid chromatography-tandem mass spectrometry	liquid chromatography-tandem mass spectrometry	0.951	chmo	liquid chromatography-tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000701
1210	http://purl.obolibrary.org/obo/CHMO_0000701	liquid chromatography-tandem mass spectrometry	liquid chromatography-tandem mass spectrometry assessment	0.86	chmo	liquid chromatography-tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000701
1211	http://purl.obolibrary.org/obo/CHMO_0000701	liquid chromatography-tandem mass spectrometry	liquid chromatography-tandem mass spectrometry method	0.888	chmo	liquid chromatography-tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000701
1356	http://purl.obolibrary.org/obo/OBI_0000443	analyte assay	analyte assay method	0.78	chmo	analyte assay	http://purl.obolibrary.org/obo/OBI_0000443
1357	http://purl.obolibrary.org/obo/OBI_0000443	analyte assay	analyte assay process	0.759	chmo	analyte assay	http://purl.obolibrary.org/obo/OBI_0000443
1358	http://purl.obolibrary.org/obo/OBI_0000443	analyte assay	analyte assay	0.955	chmo	analyte assay	http://purl.obolibrary.org/obo/OBI_0000443
1449	http://purl.obolibrary.org/obo/NCIT_C16681	Histology	Histology	0.996	bao	Histology	http://purl.obolibrary.org/obo/NCIT_C16681
1450	http://purl.obolibrary.org/obo/NCIT_C16681	Histology	Histology detection	0.705	bao	Histology	http://purl.obolibrary.org/obo/NCIT_C16681
1461	http://purl.obolibrary.org/obo/OBI_0600020	histological assay	histological assay	0.902	obi	histological assay	http://purl.obolibrary.org/obo/OBI_0600020
1470	http://purl.obolibrary.org/obo/CHMO_0000102	light microscopy assay	light microscopy assay	0.916	obi	light microscopy assay	http://purl.obolibrary.org/obo/CHMO_0000102
1472	http://purl.obolibrary.org/obo/CHMO_0000102	light microscopy assay	light microscopy assay analysis	0.774	obi	light microscopy assay	http://purl.obolibrary.org/obo/CHMO_0000102
1485	http://purl.obolibrary.org/obo/CHMO_0000087	fluorescence microscopy assay	fluorescence microscopy assay	0.943	obi	fluorescence microscopy assay	http://purl.obolibrary.org/obo/CHMO_0000087
1486	http://purl.obolibrary.org/obo/CHMO_0000087	fluorescence microscopy assay	fluorescence microscopy assay identification	0.765	obi	fluorescence microscopy assay	http://purl.obolibrary.org/obo/CHMO_0000087
1487	http://purl.obolibrary.org/obo/CHMO_0000087	fluorescence microscopy assay	fluorescence microscopy assay method	0.853	obi	fluorescence microscopy assay	http://purl.obolibrary.org/obo/CHMO_0000087
1494	http://purl.obolibrary.org/obo/OBI_0000910	radio immuno assay	radio immuno assay surveillance	0.681	obi	radio immuno assay	http://purl.obolibrary.org/obo/OBI_0000910
1495	http://purl.obolibrary.org/obo/OBI_0000910	radio immuno assay	radio immuno assay testing	0.751	obi	radio immuno assay	http://purl.obolibrary.org/obo/OBI_0000910
1496	http://purl.obolibrary.org/obo/OBI_0000910	radio immuno assay	radio immuno assay	0.901	obi	radio immuno assay	http://purl.obolibrary.org/obo/OBI_0000910
1497	http://purl.obolibrary.org/obo/OBI_0000893	real time polymerase chain reaction assay	real time polymerase chain reaction assay	0.936	obi	real time polymerase chain reaction assay	http://purl.obolibrary.org/obo/OBI_0000893
1515	http://purl.obolibrary.org/obo/CHMO_0000239	GFAAS	GFAAS	0.979	chmo	graphite furnace atomic absorption spectrometry	http://purl.obolibrary.org/obo/CHMO_0000239
1524	http://purl.obolibrary.org/obo/MMO_0000380	graphite furnace atomic absorption spectroscopy	graphite furnace atomic absorption spectroscopy	0.969	mmo	graphite furnace atomic absorption spectrometry	http://purl.obolibrary.org/obo/MMO_0000380
1525	http://purl.obolibrary.org/obo/MMO_0000380	graphite furnace atomic absorption spectroscopy	graphite furnace atomic absorption spectroscopy tests	0.917	mmo	graphite furnace atomic absorption spectrometry	http://purl.obolibrary.org/obo/MMO_0000380
1534	http://purl.obolibrary.org/obo/MMO_0000669	western	western	0.951	mmo	western blot assay	http://purl.obolibrary.org/obo/MMO_0000669
1989	http://purl.obolibrary.org/obo/MMO_0000647	northern	northern	0.989	mmo	Northern blot assay	http://purl.obolibrary.org/obo/MMO_0000647
2001	http://purl.obolibrary.org/obo/MMO_0000394	HPLC	HPLC	0.999	mmo	high-performance liquid chromatography	http://purl.obolibrary.org/obo/MMO_0000394
2007	http://purl.obolibrary.org/obo/MMO_0000394	high-pressure liquid chromatography	high-pressure liquid chromatography identification	0.714	mmo	high-performance liquid chromatography	http://purl.obolibrary.org/obo/MMO_0000394
2008	http://purl.obolibrary.org/obo/MMO_0000394	high-pressure liquid chromatography	high-pressure liquid chromatography testing	0.776	mmo	high-performance liquid chromatography	http://purl.obolibrary.org/obo/MMO_0000394
2009	http://purl.obolibrary.org/obo/MMO_0000394	high-pressure liquid chromatography	high-pressure liquid chromatography process	0.764	mmo	high-performance liquid chromatography	http://purl.obolibrary.org/obo/MMO_0000394
2016	http://purl.obolibrary.org/obo/MMO_0000379	flame atomic absorption spectroscopy	flame atomic absorption spectroscopy	0.976	mmo	flame atomic absorption spectrometry	http://purl.obolibrary.org/obo/MMO_0000379
2017	http://purl.obolibrary.org/obo/MMO_0000379	flame atomic absorption spectroscopy	flame atomic absorption spectroscopy study	0.91	mmo	flame atomic absorption spectrometry	http://purl.obolibrary.org/obo/MMO_0000379
2018	http://purl.obolibrary.org/obo/MMO_0000379	flame atomic absorption spectroscopy	flame atomic absorption spectroscopy method	0.898	mmo	flame atomic absorption spectrometry	http://purl.obolibrary.org/obo/MMO_0000379
2058	http://purl.obolibrary.org/obo/MMO_0000426	Coomassie dye protein assay	Coomassie dye protein assay process	0.816	mmo	Bradford protein assay	http://purl.obolibrary.org/obo/MMO_0000426
2060	http://purl.obolibrary.org/obo/MMO_0000426	Coomassie dye protein assay	Coomassie dye protein assay	0.911	mmo	Bradford protein assay	http://purl.obolibrary.org/obo/MMO_0000426
2079	http://purl.obolibrary.org/obo/MMO_0000459	PCR	PCR	1.0	mmo	polymerase chain reaction assay	http://purl.obolibrary.org/obo/MMO_0000459
2109	http://purl.obolibrary.org/obo/MMO_0000327	filter photometry	filter photometry review	0.817	mmo	colorimetry	http://purl.obolibrary.org/obo/MMO_0000327
2110	http://purl.obolibrary.org/obo/MMO_0000327	filter photometry	filter photometry testing	0.799	mmo	colorimetry	http://purl.obolibrary.org/obo/MMO_0000327
2111	http://purl.obolibrary.org/obo/MMO_0000327	filter photometry	filter photometry system	0.817	mmo	colorimetry	http://purl.obolibrary.org/obo/MMO_0000327
2112	http://purl.obolibrary.org/obo/MMO_0000238	liquid scintillation counter	liquid scintillation counter	0.874	mmo	liquid scintillation counting	http://purl.obolibrary.org/obo/MMO_0000238
2113	http://purl.obolibrary.org/obo/MMO_0000238	liquid scintillation counter	liquid scintillation counter review	0.788	mmo	liquid scintillation counting	http://purl.obolibrary.org/obo/MMO_0000238
2114	http://purl.obolibrary.org/obo/MMO_0000238	liquid scintillation counter	liquid scintillation counter study	0.8	mmo	liquid scintillation counting	http://purl.obolibrary.org/obo/MMO_0000238
2124	http://purl.obolibrary.org/obo/MMO_0000655	reverse transcription polymerase chain reaction	reverse transcription polymerase chain reaction	0.966	mmo	reverse transcription polymerase chain reaction assay	http://purl.obolibrary.org/obo/MMO_0000655
2125	http://purl.obolibrary.org/obo/MMO_0000655	reverse transcription polymerase chain reaction	reverse transcription polymerase chain reaction review	0.923	mmo	reverse transcription polymerase chain reaction assay	http://purl.obolibrary.org/obo/MMO_0000655
2129	http://purl.obolibrary.org/obo/MMO_0000709	MRS	MRS	0.998	mmo	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/MMO_0000709
2136	http://purl.obolibrary.org/obo/MMO_0000709	magnetic resonance spectroscopy	magnetic resonance spectroscopy	0.986	mmo	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/MMO_0000709
2151	http://purl.obolibrary.org/obo/MMO_0000642	protein expression	protein expression detection	0.809	mmo	protein expression assay	http://purl.obolibrary.org/obo/MMO_0000642
2152	http://purl.obolibrary.org/obo/MMO_0000642	protein expression	protein expression tests	0.865	mmo	protein expression assay	http://purl.obolibrary.org/obo/MMO_0000642
2157	http://purl.obolibrary.org/obo/CHMO_0000497	GC-MS	GC-MS	0.963	chmo	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
2163	http://purl.obolibrary.org/obo/CHMO_0000524	LC-MS	LC-MS	0.975	chmo	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524
2172	http://purl.obolibrary.org/obo/MMO_0000368	haemacytometer	haemacytometer review	0.634	mmo	hemocytometer	http://purl.obolibrary.org/obo/MMO_0000368
2173	http://purl.obolibrary.org/obo/MMO_0000368	haemacytometer	haemacytometer	0.758	mmo	hemocytometer	http://purl.obolibrary.org/obo/MMO_0000368
2175	http://purl.obolibrary.org/obo/MMO_0000368	haemocytometer	haemocytometer	0.946	mmo	hemocytometer	http://purl.obolibrary.org/obo/MMO_0000368
2177	http://purl.obolibrary.org/obo/MMO_0000368	haemocytometer	haemocytometer approach	0.754	mmo	hemocytometer	http://purl.obolibrary.org/obo/MMO_0000368
2178	http://purl.obolibrary.org/obo/MMO_0000368	hemacytometer	hemacytometer analysis	0.746	mmo	hemocytometer	http://purl.obolibrary.org/obo/MMO_0000368
2179	http://purl.obolibrary.org/obo/MMO_0000368	hemacytometer	hemacytometer	0.949	mmo	hemocytometer	http://purl.obolibrary.org/obo/MMO_0000368
2184	http://purl.obolibrary.org/obo/MMO_0000019	MRI	MRI	1.0	mmo	magnetic resonance imaging	http://purl.obolibrary.org/obo/MMO_0000019
2193	http://purl.obolibrary.org/obo/MMO_0000441	biological standardization	biological standardization	0.593	mmo	bioassay	http://purl.obolibrary.org/obo/MMO_0000441
2196	http://purl.obolibrary.org/obo/MMO_0000441	biologic assay	biologic assay analysis	0.735	mmo	bioassay	http://purl.obolibrary.org/obo/MMO_0000441
2197	http://purl.obolibrary.org/obo/MMO_0000441	biologic assay	biologic assay	0.934	mmo	bioassay	http://purl.obolibrary.org/obo/MMO_0000441
2199	http://purl.obolibrary.org/obo/MMO_0000441	biological assay	biological assay analysis	0.761	mmo	bioassay	http://purl.obolibrary.org/obo/MMO_0000441
2200	http://purl.obolibrary.org/obo/MMO_0000441	biological assay	biological assay study	0.816	mmo	bioassay	http://purl.obolibrary.org/obo/MMO_0000441
2220	http://purl.obolibrary.org/obo/MMO_0000469	gas column chromatography	gas column chromatography	0.976	mmo	gas chromatography	http://purl.obolibrary.org/obo/MMO_0000469
2221	http://purl.obolibrary.org/obo/MMO_0000469	gas column chromatography	gas column chromatography process	0.855	mmo	gas chromatography	http://purl.obolibrary.org/obo/MMO_0000469
2222	http://purl.obolibrary.org/obo/MMO_0000469	gas column chromatography	gas column chromatography assessment	0.815	mmo	gas chromatography	http://purl.obolibrary.org/obo/MMO_0000469
2223	http://purl.obolibrary.org/obo/MMO_0000714	plate reader	plate reader detection	0.711	mmo	microplate reader	http://purl.obolibrary.org/obo/MMO_0000714
2224	http://purl.obolibrary.org/obo/MMO_0000714	plate reader	plate reader	0.959	mmo	microplate reader	http://purl.obolibrary.org/obo/MMO_0000714
2225	http://purl.obolibrary.org/obo/MMO_0000714	plate reader	plate reader approach	0.729	mmo	microplate reader	http://purl.obolibrary.org/obo/MMO_0000714
2226	http://purl.obolibrary.org/obo/MMO_0000714	microplate photometer	microplate photometer diagnostic	0.797	mmo	microplate reader	http://purl.obolibrary.org/obo/MMO_0000714
2227	http://purl.obolibrary.org/obo/MMO_0000714	microplate photometer	microplate photometer	0.976	mmo	microplate reader	http://purl.obolibrary.org/obo/MMO_0000714
2228	http://purl.obolibrary.org/obo/MMO_0000714	microplate photometer	microplate photometer process	0.84	mmo	microplate reader	http://purl.obolibrary.org/obo/MMO_0000714
2244	http://purl.obolibrary.org/obo/MMO_0000460	quantitative real time polymerase chain reaction	quantitative real time polymerase chain reaction	0.97	mmo	real-time polymerase chain reaction assay	http://purl.obolibrary.org/obo/MMO_0000460
2245	http://purl.obolibrary.org/obo/MMO_0000460	quantitative real time polymerase chain reaction	quantitative real time polymerase chain reaction method	0.913	mmo	real-time polymerase chain reaction assay	http://purl.obolibrary.org/obo/MMO_0000460
2246	http://purl.obolibrary.org/obo/MMO_0000460	quantitative real time polymerase chain reaction	quantitative real time polymerase chain reaction surveillance	0.866	mmo	real-time polymerase chain reaction assay	http://purl.obolibrary.org/obo/MMO_0000460
2251	http://purl.obolibrary.org/obo/MMO_0000460	qPCR	qPCR	0.997	mmo	real-time polymerase chain reaction assay	http://purl.obolibrary.org/obo/MMO_0000460
2274	http://purl.obolibrary.org/obo/CHMO_0000470	mass spectroscopy	mass spectroscopy sampling	0.794	chmo	mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000470
